2016,13,1672302281.7,78885
2016,14,795389989.87,
2016,15,2209409850.13,999440
2016,16,1203193307.78,2452968
2016,17,690870548.31,157770
2016,18,1060690966.2,613242
2016,19,461106245.26,
2016,20,1480873363.74,2216919
2016,21,4181454078.93,1200765
2016,22,330055889.14,
2016,23,519277183.82,692127
2016,24,1508513365.76,
2016,25,368102844.44,
2016,26,524060629.38,981400
2016,27,621875982.77,78885
2016,28,1588418955.21,78885
2016,29,522536427.52,
2016,30,10085340168250.94,951783
2016,31,1144156442.95,78885
2016,32,1015056581.25,
2017,1,1205813323.47,78885
2017,2,901427112.56,4112901
2017,3,1227983683.24,
2017,4,684227919.68,
2017,5,823540941.11,394425
2017,6,229214017.38,
2017,7,6250809573.53,697230
2017,8,2028644613.94,1039679
2017,9,969662001.12,714265
2017,10,1078069008.52,236655
2017,11,1913740658.76,447035067
2017,12,3302719120.88,78913869
2017,13,2710587298.77,867735
2017,14,1169583189.26,356252
2017,15,3298080276.43,12105492
2017,16,1917903377.68,3145095
2017,17,926140877.34,157770
2017,18,1647584564.13,78885
2017,19,839870317.33,157770
2017,20,5990305024.29,1328976
2017,21,7668053380.36,552195
2017,22,1344001482.6,
2017,23,681496671.01,78885
2017,24,2526683604.17,709965
2017,25,612223348.33,1262160
2017,26,1531778378.45,
2017,27,1306605473.06,157770
2017,28,2168195979.88,157770
2017,29,4666039155.62,315540
2017,30,2021904572281.86,1613531
2017,31,2548328406.95,78885
2017,32,1400296750.18,157770
2018,1,2717965695.54,157770
2018,2,650273974.9,448224
2018,3,1662056508.68,
2018,4,937836682.23,
2018,5,419810081.86,
2018,6,243551569.72,
2018,7,6082967935.09,539460
2018,8,1340029882.47,78885
2018,9,2243367081.33,3936879
2018,10,965075222.62,
2018,11,1732970396.07,89565000
2018,12,2574218787.91,86449566
2018,13,2063180833.52,1735470
2018,14,2377261817.74,654750
2018,15,2553741907.07,859827
2018,16,1817522048.61,1226484
2018,17,676748175.8,236655
2018,18,1001943578.29,78885
2018,19,779278118.58,
2018,20,4450130020.06,911550
2018,21,6232072935.68,552195
2018,22,1294551212.81,
2018,23,658095476.82,
2018,24,2395869530.57,464625
2018,25,809198370.84,552195
2018,26,2374295930,6824547
2018,27,1342580578.13,157770
2018,28,2324651837.21,86552
2018,29,717385183.8,473310
2018,30,5034129461.5,552195
2018,31,2826947353.45,2886546
2018,32,1113289884.28,157770
2019,1,668330015.03,189906
2019,2,440938918.08,
2019,3,187893379.23,
2019,4,484000820.93,
2019,5,183296610.39,
2019,6,54662618.49,
2019,7,2490906481.23,9428385
2019,8,876237602.96,
2019,9,431132493.14,157770
2019,10,367063635.87,
2019,11,593981000.07,
2019,12,1146137938.16,9740035
2019,13,877892518.64,
2019,14,526917889.6,236655
2019,15,1111198270.73,78885
2019,16,746241718.18,613242
2019,17,273548439.49,
2019,18,567356392.46,
2019,19,381408510.88,
2019,20,2207587859.41,236655
2019,21,2860217722.06,157770
2019,22,1025108456.68,108655
2019,23,218040492.37,
2019,24,930232381.78,394425
2019,25,279405138.96,78885
2019,26,441776863.23,613242
2019,27,455005335.31,157770
2019,28,1599928768.73,78885
2019,29,193806678.54,
2019,30,3066681111.38,315540
2019,31,855263251.14,
2019,32,691663231.36,
2020,1,6222307.99,
2020,2,14396269.17,
2020,3,30216536.72,
2020,4,72735710.08,
2020,5,38319887.93,
2020,6,736141,
2020,7,691220110.85,157770
2020,8,136205628.28,
2020,10,41682577.43,157770
2020,11,91128453.08,70200
2020,12,115860996.68,
2020,13,53317335.17,
2020,14,103517721.85,
2020,15,219722238.41,157770
2020,16,239318509.97,1839726
2020,17,60515809.28,
2020,18,79068409.28,
2020,19,89555294.82,
2020,20,319092618.69,78885
2020,21,592928235.06,78885
2020,22,282216003.02,
2020,23,19699850.61,
2020,24,181816034.69,
2020,25,32276584.09,
2020,26,74037595.69,
2020,27,19757575.5,
2020,28,420842814.73,
2020,29,15329347.96,
2020,30,649886282.56,
2020,31,145149497.67,
2020,32,49508501.36,
2025,30,12000000,
2027,20,175931.11,
2029,7,380709.41,
2029,13,26183.52,
2029,22,378930.75,
,1,4462458.74,
,2,1271696.6,
,3,62798412.6,
,4,72030248.32,
,5,203656757.22,
,6,8633406.66,
,7,5478428551.08,
,8,400901888.74,
,9,50555748.95,
,10,140891945.44,
,11,50182910.77,
,12,1456902997.01,
,13,165341193.12,
,14,898707882.84,
,15,746573242.9,
,16,1046886199.41,
,17,146121453.5,
,18,183017969.41,
,19,34709519.55,
,20,554690459.33,
,21,3347466089.06,
,22,341480299,
,23,28375609.37,
,24,292059517.98,
,25,173606052.54,
,26,368419201.93,
,27,24041894.84,
,28,10318514.44,
,29,26103671.84,
,30,455292510.75,
,31,275946206.03,
,32,86680024.33,
